FeatureID,FeatureName,WTY_ClusterD Average,WTY_ClusterD Log2 Fold Change,WTY_ClusterD P-Value,WTY_ClusterCp Average,WTY_ClusterCp Log2 Fold Change,WTY_ClusterCp P-Value,WTY_ClusterC Average,WTY_ClusterC Log2 Fold Change,WTY_ClusterC P-Value,WTY_ClusterB Average,WTY_ClusterB Log2 Fold Change,WTY_ClusterB P-Value,WTY_ClusterA Average,WTY_ClusterA Log2 Fold Change,WTY_ClusterA P-Value
ENSMUSG00000022427,Tomm22,1.2536735,0.249109473,0.452712558,1.075725125,-0.082794206,1,1.085490033,-0.05712444,1,1.100861527,-0.041867804,1,0.798678064,-0.527552809,0.712161953
ENSMUSG00000068523,Gng5,1.72676176,-0.258377718,0.4540174,1.983676606,0.035787084,1,2.100553349,0.122151846,1,2.122674919,0.170435712,0.821483135,2.070502008,0.096515216,1
ENSMUSG00000016256,Ctsz,0.62683675,0.25028018,0.456740432,0.314164371,-1.010977196,0.001148008,0.298548034,-0.980861798,0.101106545,0.270565491,-1.28731827,8.76E-06,2.313917966,2.460660367,1.24E-14
ENSMUSG00000056917,Sipa1,0.437975429,-0.259902818,0.460150672,0.488517373,-0.020115893,1,1.212564324,1.537082868,4.37E-06,0.363272679,-0.566207729,0.101304766,0.295227387,-0.785630749,0.362634156
ENSMUSG00000048758,Rpl29,7.850314805,-0.255346815,0.460372961,11.2151746,0.460527869,0.146645317,9.192217426,0.062899812,1,8.259077015,-0.128460302,0.970707096,7.846987544,-0.184875406,1
ENSMUSG00000021629,Slc30a5,0.601281258,0.247604888,0.463538485,0.351666715,-0.755597657,0.019048797,1.0724764,1.14919408,0.001849827,0.462954702,-0.289532331,0.581723486,0.390052078,-0.499251292,0.762593535
ENSMUSG00000028798,Eif3i,0.866601288,-0.253706053,0.470942201,1.388573624,0.698764036,0.013736856,0.786941998,-0.337062021,0.826761151,0.847733124,-0.2628073,0.632431368,0.91598696,-0.096027337,1
ENSMUSG00000040385,Ppp1ca,2.6623421,-0.248513553,0.482055265,3.324549881,0.202536663,0.694486689,3.163843656,0.091987745,1,3.491486374,0.310483075,0.46191344,1.57389435,-0.978609521,0.120848817
ENSMUSG00000048076,Arf1,1.964864152,0.234963226,0.492404503,1.459630697,-0.352943496,0.389627939,1.738468169,-0.032515225,1,1.75155555,-0.024457225,1,1.928753759,0.130438675,1
ENSMUSG00000021218,Gdi2,2.357338338,0.233962617,0.495066892,1.7211602,-0.384221046,0.326166624,1.809660393,-0.257684663,0.964709601,2.295883332,0.147408712,0.89238199,2.11351527,-0.012090866,1
ENSMUSG00000055302,Mrfap1,0.937242486,-0.24312669,0.500718797,1.092502489,0.076742509,1,1.104627727,0.083324228,1,1.089236801,0.073999932,1,1.232720978,0.253960692,0.92518555
ENSMUSG00000032562,Gnai2,0.874912017,-0.242631223,0.503116574,0.920781231,-0.112024906,0.996556927,1.043387105,0.102664413,1,0.992751578,0.027858351,1,1.507419309,0.68759573,0.204468751
ENSMUSG00000025393,Atp5b,2.326173104,-0.241090839,0.503691062,3.411068446,0.527113244,0.083565904,2.474886654,-0.078900574,1,2.473451018,-0.095471497,1,2.059748693,-0.360659101,0.876732652
ENSMUSG00000079426,Arpc4,1.933075613,0.227015098,0.518259179,1.615890463,-0.14759592,0.900941767,1.905348865,0.134952291,1,1.499008383,-0.292757076,0.564898868,1.946350093,0.165081669,1
ENSMUSG00000028618,Tmem59,0.626421214,0.226822174,0.52557278,0.351666715,-0.839168333,0.00797999,0.830575942,0.622372234,0.216393741,0.434474124,-0.494855709,0.174013673,1.043071597,0.979656253,0.0278474
ENSMUSG00000056851,Pcbp2,4.370820256,-0.233725464,0.525586059,4.837473382,-0.011825023,1,4.443772665,-0.14548178,1,5.991964879,0.416792856,0.228802332,4.054977493,-0.28394071,0.996979838
ENSMUSG00000036372,Tmem258,0.888832488,-0.233872131,0.52934656,1.024735096,0.064326703,1,1.021952887,0.050730907,1,0.947996383,-0.083084664,1,1.463428473,0.620507032,0.285634957
ENSMUSG00000058569,Tmed9,0.981912655,0.222533519,0.535261275,0.761231786,-0.286346099,0.529985862,0.935450508,0.077707059,1,0.750085428,-0.323635242,0.49232469,1.267913647,0.558814752,0.369920512
ENSMUSG00000058558,Rpl5,3.627009992,-0.227480327,0.542200811,5.498369949,0.608739617,0.03679357,4.188093066,0.061797401,1,3.45138107,-0.29097782,0.567949984,3.272918188,-0.321952828,0.931649071
ENSMUSG00000010376,Nedd8,1.460818426,0.218710937,0.542482188,1.413904155,0.1175295,0.930883929,1.090083079,-0.311909139,0.867418248,1.260992124,-0.098988127,1,0.975618982,-0.475427658,0.680048615
ENSMUSG00000027170,Eif3m,1.134414536,0.217555021,0.547028655,1.038551749,0.012280069,1,1.207971277,0.253747847,0.866362414,0.86400774,-0.332985522,0.470645126,0.867108254,-0.269092829,1
ENSMUSG00000040952,Rps19,12.43430526,-0.223642375,0.552789508,17.74617488,0.488827068,0.116274137,17.19560127,0.356747514,0.65835316,12.15539446,-0.237844149,0.69970087,9.45314184,-0.581383334,0.514071191
ENSMUSG00000090841,Myl6,2.596479571,0.214166201,0.554595715,2.047825352,-0.262241897,0.591229849,3.048251981,0.410545335,0.543976425,1.968647303,-0.344032859,0.441789234,2.675620395,0.192856248,1
ENSMUSG00000064354,mt-Co2,20.25927235,0.212194466,0.559297713,16.25891088,-0.232677748,0.670085853,14.88223676,-0.341614314,0.812544951,18.96079952,0.050982255,1,19.5026039,0.084135071,1
ENSMUSG00000026341,Actr3,1.706192705,0.21285807,0.559722054,1.377059747,-0.221813662,0.702104832,1.480492047,-0.078251591,1,1.436525482,-0.15082577,0.932351416,1.863256292,0.283920524,0.87341349
ENSMUSG00000030263,Lrmp,2.519605326,0.208764808,0.565995111,2.281721549,-0.014986336,1,2.007926908,-0.21571247,1,2.731229311,0.342165074,0.384332251,0.243415958,-3.336797192,1.65E-08
ENSMUSG00000019362,D8Ertd738e,1.208587794,0.207811892,0.570718134,1.088883842,-0.025102311,1,0.913250782,-0.29933462,0.893264009,1.109870689,0.01071543,1,0.876883995,-0.355573384,0.987632612
ENSMUSG00000020788,Atp2a3,0.813828157,0.208974058,0.570919202,0.589181559,-0.417353094,0.273377016,1.105393235,0.649924648,0.181913031,0.696902308,-0.121841839,0.991236015,0.557217254,-0.442739661,0.858756668
ENSMUSG00000027009,Itga4,0.429456932,-0.218850487,0.575823638,0.398709129,-0.317090485,0.47377981,1.073241908,1.382580747,7.04E-05,0.412968382,-0.263761202,0.640368384,0.360724854,-0.422571933,0.892224319
ENSMUSG00000028249,Sdcbp,0.697477948,-0.214042144,0.582259655,0.63194739,-0.356452146,0.386465398,1.318204398,0.889384702,0.029616069,0.719861141,-0.127559557,0.975855412,0.985394723,0.389692995,0.671122066
ENSMUSG00000039218,Srrm2,1.375010147,0.203605818,0.585284434,1.27968524,0.031831071,1,1.101565696,-0.210480463,1,1.204321586,-0.083515228,1,1.02254254,-0.320660814,0.936212596
ENSMUSG00000024387,Csnk2b,1.071876299,0.202747258,0.588837273,0.917162583,-0.123717884,0.961242875,0.850479144,-0.225972578,1,0.995948377,0.029297943,1,0.859287661,-0.205314556,1
ENSMUSG00000034445,Cyb561a3,0.636394089,-0.212079989,0.593929643,0.318440954,-1.348864737,1.01E-05,1.275335962,0.99273184,0.011375854,0.299917924,-1.480311627,2.61E-07,2.765557215,2.37154503,2.02E-13
ENSMUSG00000002603,Tgfb1,1.493853574,0.200342203,0.596318735,1.366532773,-0.00284401,1,1.658089852,0.309193846,0.755540171,1.152882175,-0.322285096,0.494818665,1.14082901,-0.282078447,1
ENSMUSG00000026288,Inpp5d,0.447740536,-0.210202336,0.600922737,0.345416324,-0.632193302,0.059107991,1.126827453,1.403041195,4.56E-05,0.475741901,-0.068858499,1,0.395917523,-0.33788162,1
ENSMUSG00000057863,Rpl36,6.452034616,-0.206066968,0.603639412,9.394666089,0.546488682,0.068800339,8.309586956,0.254155095,0.861021532,5.393582122,-0.507518859,0.151920697,7.422720371,0.070038444,1
ENSMUSG00000031320,Rps4x,15.00252836,-0.202353756,0.60569668,20.10323008,0.382609346,0.262864849,16.83351609,0.034682916,1,14.77212022,-0.205769768,0.780770814,17.72439656,0.114341975,1
ENSMUSG00000028452,Vcp,1.161216638,0.1954359,0.60569668,0.970784356,-0.171605504,0.840974334,1.29677018,0.315887493,0.740716025,0.934918567,-0.248093595,0.672697478,1.047959468,-0.026749221,1
ENSMUSG00000015950,Ncf1,0.118843428,-0.22764817,0.60569668,0.023356723,-2.786404388,5.64E-15,0.042102928,-1.725604914,0.002185622,0.01714647,-3.293923517,1.26E-21,1.018632244,4.081818886,1.91E-45
ENSMUSG00000041453,Rpl21,13.0370409,-0.204823774,0.60569668,17.10106877,0.338223898,0.352614842,15.18920538,0.093149776,1,13.4710228,-0.117353931,1,13.86884419,-0.051323072,1
ENSMUSG00000078453,Abracl,0.752952066,-0.203913916,0.60569668,0.94940144,0.262013628,0.530540283,0.861196253,0.065130294,1,0.729742158,-0.236384339,0.708239784,1.093905452,0.441866867,0.573299482
ENSMUSG00000003814,Calr,0.624966836,-0.207687312,0.60569668,0.912557032,0.550726648,0.071998345,0.67594337,-0.0267449,1,0.456851721,-0.744329045,0.018539214,1.104658767,0.756654284,0.142620634
ENSMUSG00000025290,Rps24,18.65966474,-0.203784558,0.60569668,21.76714986,0.113044444,0.940963271,28.62463243,0.54350979,0.317256222,18.62106691,-0.181972403,0.834424706,21.19478472,0.051649372,1
ENSMUSG00000024661,Fth1,8.80521759,0.19457077,0.60569668,6.348752043,-0.435699328,0.238170752,5.367740556,-0.642516798,0.337550723,5.093082962,-0.837205394,0.005658174,23.40801255,1.773161803,3.92E-07
ENSMUSG00000062006,Rpl34,11.98469481,0.189463662,0.608909568,11.57473655,0.089803986,1,11.35783894,0.04587268,1,9.180917765,-0.344510653,0.438534769,10.72398821,-0.045047768,1
ENSMUSG00000004264,Phb2,0.824839873,-0.19485241,0.624619664,1.387915688,0.864067089,0.001396508,0.771631843,-0.246845396,0.984925037,0.653309586,-0.593661016,0.07644479,0.824094992,-0.140107221,1
ENSMUSG00000036751,Cox6b1,1.750655107,-0.193131572,0.626918194,2.221849386,0.284445884,0.47377981,1.752247309,-0.139670915,1,1.998290353,0.084909267,1,1.674584485,-0.206896264,1
ENSMUSG00000030432,Rpl28,16.49492755,-0.190879898,0.632408555,21.92867312,0.377586218,0.272688448,16.22034436,-0.166416772,1,18.48651071,0.051143515,1,14.08097777,-0.380970935,0.838362952
ENSMUSG00000006304,Arpc2,1.916454154,0.18268951,0.633662716,1.607666264,-0.175373851,0.828647999,1.635890127,-0.124689887,1,1.388282871,-0.450953964,0.23060217,3.005062877,0.84783338,0.072660619
ENSMUSG00000039783,Kmo,0.158734928,-0.206840199,0.641514616,0.022369819,-3.267008462,1.40E-19,0.019137695,-3.265020141,1.21E-08,0.035455413,-2.63342889,2.19E-16,1.368603782,4.136952783,7.62E-48
ENSMUSG00000036309,Skp1a,0.901921887,-0.188777467,0.64375672,1.027695807,0.082182465,1,1.387100098,0.55999523,0.300492896,0.919515805,-0.128347323,0.973538033,0.935538443,-0.077699464,1
ENSMUSG00000038900,Rpl12,4.508155056,-0.186032298,0.648961918,7.053401345,0.715932909,0.010487894,4.263878336,-0.224039167,1,4.086962949,-0.344081693,0.441122019,4.013919379,-0.312637825,0.948529964
ENSMUSG00000028745,Capzb,2.115911655,0.177434958,0.650465767,1.689250311,-0.26843946,0.573821562,1.650434774,-0.270338636,0.943501608,1.944525997,-0.01294422,1,2.4449129,0.349464782,0.743169681
ENSMUSG00000071528,Usmg5,1.017441023,-0.184125955,0.658545258,1.357979607,0.391799302,0.250803741,1.008939254,-0.147331843,1,1.111033162,0.006962107,1,0.894480329,-0.329693396,0.923540359
ENSMUSG00000022312,Eif3h,2.888601703,0.173660373,0.66301706,2.486010632,-0.135999612,0.925795253,2.932660306,0.145845119,1,2.509197049,-0.123538289,0.981999953,2.482060717,-0.118141458,1
ENSMUSG00000039105,Atp6v1g1,0.967368879,0.174024473,0.665971843,0.55727167,-0.833973289,0.008077668,0.96913285,0.12526796,1,0.962817909,0.139978879,0.920380211,1.252272461,0.529524247,0.418679444
ENSMUSG00000022587,Ly6e,9.718566729,0.171209995,0.671853361,6.412242854,-0.606670812,0.067743481,13.75158177,0.691040503,0.134788934,6.647308792,-0.562423862,0.097193051,15.35182414,0.851606028,0.069590924
ENSMUSG00000021546,Hnrnpk,3.663577201,0.170722253,0.673387857,3.171908762,-0.127417474,0.950041343,3.150830024,-0.121184249,1,3.683294348,0.157037548,0.861394418,2.189766052,-0.67610191,0.387450213
ENSMUSG00000038642,Ctss,0.504669031,0.172620704,0.680773185,0.14441692,-1.954522899,6.22E-10,0.388877952,-0.290833946,0.99904878,0.102297586,-2.527855795,4.77E-17,2.586661149,3.126918879,8.71E-26
ENSMUSG00000020219,Timm13,0.795960089,-0.177349876,0.683815874,1.092831457,0.454636058,0.158318364,0.698908603,-0.333172609,0.834967917,0.855870432,-0.016644054,1,0.733180598,-0.252770316,1
ENSMUSG00000028478,Clta,2.366687909,0.167491083,0.685499361,1.883341388,-0.281861606,0.538466215,2.725973206,0.34654624,0.674474627,2.088963214,-0.098258183,1,2.043129932,-0.114891479,1
ENSMUSG00000062328,Rpl17,12.87269623,0.166377059,0.687664033,12.61888075,0.099230803,0.982355458,13.39485514,0.180307311,1,9.934781229,-0.34899269,0.428344773,10.7582033,-0.166359703,1
ENSMUSG00000049751,Rpl36al,0.701010008,-0.175663985,0.689852931,0.936900659,0.402380827,0.236048984,0.72417036,-0.075940128,1,0.593732867,-0.458219645,0.224104529,1.113456934,0.606868895,0.299468025
ENSMUSG00000020571,Pdia6,0.498020447,-0.175289182,0.696132822,0.582931169,0.145061654,0.86286004,0.549634586,0.030018695,1,0.40076242,-0.549142596,0.117057617,1.061645506,1.093926429,0.010399859
ENSMUSG00000084786,Ubl5,1.732994807,-0.170965052,0.702273339,1.937621096,0.062182292,1,1.528719037,-0.322005275,0.848714523,2.277283771,0.389999549,0.280548009,1.432146101,-0.415629933,0.778405833
ENSMUSG00000024576,Csnk1a1,0.907323861,0.163306201,0.704490835,0.732611576,-0.258827338,0.604495454,1.139075577,0.485872627,0.410831716,0.776241061,-0.160423752,0.902627135,0.735135746,-0.21473022,1
ENSMUSG00000026496,Parp1,0.871795493,0.163205233,0.705481484,0.949072472,0.297951412,0.458547781,1.033435503,0.391202299,0.591947649,0.625700863,-0.482386931,0.189558549,0.460437415,-0.865741118,0.278805355
ENSMUSG00000040236,Trappc5,0.312691186,0.166466556,0.705481484,0.188169655,-0.764859829,0.02339773,0.154632572,-0.974745798,0.109679564,0.18628623,-0.805651664,0.012489117,1.016677096,2.132857192,2.70E-10
ENSMUSG00000067288,Rps28,5.022381425,-0.169300959,0.706277971,6.356976242,0.30088096,0.443512799,5.921202681,0.139054322,1,4.709467012,-0.267706868,0.615999025,6.343478532,0.244078114,0.936358541
ENSMUSG00000022234,Cct5,0.909193775,-0.170329761,0.70669203,1.267184459,0.491536917,0.117327157,0.837465512,-0.253252136,0.97399429,0.857904759,-0.256843879,0.649781862,1.090972729,0.163327548,1
ENSMUSG00000009013,Dynll1,1.389553923,-0.16971553,0.708205508,1.371467292,-0.166474551,0.855887869,1.478961032,-0.024664263,1,1.904130075,0.479302575,0.141121689,1.091950304,-0.491395405,0.658334268
ENSMUSG00000019188,H13,0.99313214,0.161461382,0.7104277,0.540494306,-0.937704457,0.002561473,1.465181892,0.755205929,0.0899046,0.619597882,-0.730694757,0.01992126,2.086143194,1.327396014,0.000663941
ENSMUSG00000019179,Mdh2,0.976302913,-0.167605749,0.713876484,1.275079689,0.364078543,0.30471274,0.963774295,-0.14223993,1,1.076449603,0.040630454,1,0.803565935,-0.418735462,0.88785762
ENSMUSG00000037742,Eef1a1,29.99799259,-0.165954223,0.714414043,39.11922116,0.362534804,0.302131695,36.71987721,0.202103978,0.964561272,27.86039893,-0.282566159,0.589819945,32.96868754,0.027785987,1
ENSMUSG00000063856,Gpx1,2.975033286,-0.167053632,0.714414043,2.868271365,-0.206674625,0.734572912,2.426659664,-0.441565383,0.642960731,2.235725377,-0.663427202,0.039001214,9.623239739,1.837442207,1.13E-07
ENSMUSG00000014769,Psmb1,1.765614419,0.157879347,0.715468578,1.523450475,-0.143587594,0.913988396,1.739233677,0.086581519,1,1.653035999,0.006713896,1,1.32070265,-0.342042557,0.902153886
ENSMUSG00000022174,Dad1,0.61270851,-0.165594904,0.720460244,0.710241757,0.135162784,0.890068536,0.611640716,-0.122555764,1,0.561183635,-0.30754475,0.536794538,1.139851436,0.873484417,0.063295678
ENSMUSG00000018326,Ywhab,1.007260379,-0.164663907,0.720844103,1.092502489,0.011022589,1,1.03802855,-0.071989027,1,1.251982961,0.281571788,0.542676811,0.940426313,-0.223189272,1
ENSMUSG00000028081,Rps3a1,20.5590819,0.155516823,0.72092727,21.20066709,0.18658422,0.730260204,17.04173421,-0.190006792,1,16.83841522,-0.248300982,0.666872538,17.55136594,-0.140713016,1
ENSMUSG00000070372,Capza1,1.06938308,0.15660395,0.721778411,0.829657115,-0.335092568,0.433302014,1.052573198,0.084769395,1,1.064243641,0.124956534,0.954387933,0.872973698,-0.207855341,1
ENSMUSG00000024121,Atp6v0c,1.151451531,0.15432143,0.73103614,0.698398911,-0.761713561,0.016989532,1.405472285,0.432853703,0.514388188,0.824483673,-0.493519216,0.173009491,2.266994408,1.210320714,0.002720207
ENSMUSG00000059208,Hnrnpm,1.13981651,0.15175015,0.740156373,1.019800577,-0.08212224,1,1.097738157,0.046488619,1,1.115683052,0.088207667,1,0.651064371,-0.755747204,0.387450213
ENSMUSG00000025935,Tram1,1.378542206,0.149115063,0.749390313,1.042499364,-0.386023604,0.326072757,0.980615467,-0.432971742,0.658606243,1.470237187,0.256824394,0.595327001,1.41063947,0.138404688,1
ENSMUSG00000027763,Mbnl1,0.770196829,0.147044886,0.75883933,0.503978866,-0.638055983,0.054660692,0.762445749,0.087670525,1,0.579783196,-0.409039564,0.309012927,1.569006479,1.263753657,0.001533419
ENSMUSG00000024948,Map4k2,0.388942127,-0.154654925,0.763724653,0.30955882,-0.533824321,0.128987451,1.061759291,1.604386922,1.31E-06,0.317936249,-0.503933612,0.168376563,0.384186633,-0.127013668,1
ENSMUSG00000024608,Rps14,7.937577461,-0.14692677,0.780761542,9.983847648,0.308932595,0.422086716,9.867395289,0.241545764,0.887973669,7.364263752,-0.268142465,0.614384752,8.64371046,0.027333684,1
ENSMUSG00000025132,Arhgdia,1.586933741,0.139818974,0.781506828,1.38298117,-0.139639219,0.919632705,1.097738157,-0.482754036,0.564083462,1.471690278,-0.026612527,1,1.942439797,0.415666843,0.613523959
ENSMUSG00000053565,Eif3k,2.009949858,0.139121506,0.783389403,1.839588654,-0.050551757,1,2.050795344,0.130025743,1,1.733827843,-0.164661748,0.886270059,1.800691548,-0.076257345,1
ENSMUSG00000008682,Rpl10,9.701945271,-0.146226193,0.783391611,11.86389936,0.254696272,0.544367557,9.38742191,-0.159019366,1,8.481109276,-0.376624624,0.365948677,16.6911007,0.758560482,0.130380133
ENSMUSG00000056201,Cfl1,8.361424651,0.137005297,0.789495923,7.943259591,0.01666605,1,5.675474683,-0.514701008,0.517140973,8.114058561,0.058734205,1,7.336693848,-0.110489542,1
ENSMUSG00000091537,Tma7,1.345922594,-0.14245647,0.79984033,1.703066964,0.324793042,0.386815549,1.300597719,-0.157720023,1,1.407463668,-0.03901251,1,1.338298984,-0.110182624,1
ENSMUSG00000018293,Pfn1,7.735211205,-0.141846771,0.79984033,9.258473367,0.217269407,0.653281572,5.108998926,-0.749544456,0.21263806,8.266633087,0.003272549,1,11.65170606,0.545696254,0.384103095
ENSMUSG00000021917,Spcs1,0.675454516,-0.141632146,0.805367972,0.658593792,-0.164690688,0.859997847,0.826748403,0.221280017,0.935917868,0.702714671,-0.048033154,1,1.041116449,0.583944181,0.334163547
ENSMUSG00000027673,Ndufb5,0.884469355,-0.140762697,0.806631383,1.129017929,0.343595092,0.347069071,0.978318943,0.058626102,1,0.866042067,-0.162221157,0.896653834,0.880794291,-0.106148418,1
ENSMUSG00000026864,Hspa5,0.986899093,0.128061954,0.814840154,0.902030059,-0.061722419,1,0.841293051,-0.163492511,1,0.738460702,-0.434829825,0.266386198,1.538701681,0.799930808,0.107987794
ENSMUSG00000031818,Cox4i1,3.12483418,-0.131441401,0.814840154,3.59298771,0.14968943,0.848207559,3.293214471,-0.012387676,1,3.190987214,-0.074733131,1,3.861417815,0.237419996,0.951066348
ENSMUSG00000030795,Fus,1.653835111,0.123645892,0.816221559,1.485290195,-0.097581775,1,1.330452522,-0.258177874,0.964709601,1.72336559,0.187928624,0.786817246,1.163313215,-0.458755389,0.709513974
ENSMUSG00000024353,Mzb1,2.780146686,-0.125894834,0.820545908,2.575489909,-0.244074213,0.642832527,8.026349077,1.737846885,5.02E-08,2.182542256,-0.552775917,0.107303944,0.880794291,-1.820453733,0.000915932
ENSMUSG00000071655,Ubxn1,1.020973083,0.118745066,0.821021067,0.887884438,-0.159965252,0.866069035,0.99669113,0.045362651,1,1.01425732,0.089204022,1,0.775216285,-0.344405731,1
ENSMUSG00000105361,AY036118,1.070214153,0.119991611,0.822716111,0.896437604,-0.22669931,0.698982566,1.038794058,0.037029716,1,0.975314489,-0.076406185,1,1.210236773,0.276319291,0.890646117
ENSMUSG00000019818,Cd164,0.402862598,-0.126084311,0.824969947,0.298702879,-0.63280227,0.059098525,0.468490762,0.150944065,0.9920832,0.339441991,-0.425827849,0.282773568,1.159402919,1.658280552,5.11E-06
ENSMUSG00000000563,Atp5f1,1.65404288,-0.123952789,0.825838358,1.971504793,0.225221334,0.631014423,1.828032579,0.069350835,1,1.664079489,-0.096446922,1,1.732261359,-0.016407336,1
ENSMUSG00000025362,Rps26,12.39545261,-0.123354958,0.826210653,16.64972477,0.460930292,0.146016239,13.12233437,0.000557259,1,11.09870689,-0.313485536,0.513253847,12.70650855,-0.049924203,1
ENSMUSG00000030744,Rps3,11.21657567,-0.122670592,0.828147984,14.59926768,0.398561802,0.235299357,12.04067188,0.023285272,1,10.42883207,-0.243387161,0.681872412,11.32617387,-0.072841657,1
ENSMUSG00000020372,Rack1,4.980412243,-0.122608646,0.828609169,6.732986583,0.474619866,0.130514167,4.870926006,-0.124681816,1,4.801011728,-0.175951245,0.853108316,4.316967359,-0.308589818,0.953447897
ENSMUSG00000003072,Atp5d,1.616852366,-0.120417774,0.837884646,2.018547207,0.318388883,0.401208258,1.622876494,-0.081585,1,1.53242947,-0.205660077,0.783785198,1.911157425,0.175661769,1
ENSMUSG00000029713,Gnb2,2.322641044,-0.119986632,0.838666489,1.969202017,-0.396456683,0.303534792,2.99696296,0.322740296,0.722297033,2.667002701,0.163807906,0.842620802,3.087179104,0.361572692,0.715593291
ENSMUSG00000043716,Rpl7,9.232181303,0.111920182,0.841221864,9.497304083,0.145940266,0.858344609,9.01155759,0.039616396,1,7.834193289,-0.217545214,0.747367889,7.487240264,-0.24911182,1
ENSMUSG00000028692,Akr1a1,1.055462609,0.112831151,0.841432412,0.966507773,-0.070472599,1,1.080896986,0.117984784,1,0.843083234,-0.328217542,0.4818959,1.317769928,0.42890494,0.588789051
ENSMUSG00000024949,Sf1,1.153321445,-0.119213263,0.843234583,1.258302325,0.061334062,1,0.934685,-0.416467869,0.681613557,1.444953409,0.340961353,0.389964432,0.995170465,-0.312193506,0.951181315
ENSMUSG00000062997,Rpl35,6.909332491,-0.117233139,0.847756515,8.854829719,0.372811454,0.282489679,7.320550903,0.006436545,1,6.528445971,-0.208747495,0.772762137,6.916336972,-0.082411316,1
ENSMUSG00000032239,Rp9,0.92269871,-0.118004545,0.848163193,0.988877592,0.02904006,1,1.250074205,0.404556233,0.562396836,1.038088008,0.125227884,0.954387933,0.597297794,-0.748454541,0.397590077
ENSMUSG00000025613,Cct8,0.761678331,-0.11807531,0.848808825,1.056644985,0.531353016,0.083226943,0.666757277,-0.294829077,0.986062919,0.748922955,-0.134605986,0.95739787,0.609028683,-0.427381891,0.879330999
ENSMUSG00000046364,Rpl27a,12.14737734,-0.116698313,0.849411417,15.83059463,0.406537241,0.222873776,15.07437921,0.261400824,0.845369639,10.4020952,-0.389281331,0.339133847,12.13951555,-0.084682275,1
ENSMUSG00000004268,Emg1,0.90628502,-0.117490897,0.850003417,1.045131107,0.167681127,0.796383228,1.011235778,0.089843892,1,0.985486124,0.058887621,1,0.755664803,-0.363190414,0.973660493
ENSMUSG00000042541,Sem1,2.058775392,-0.116104241,0.852954965,2.369227018,0.164819815,0.802569347,2.257482444,0.062436169,1,2.113956374,-0.050685247,1,2.181945459,0.007655262,1
ENSMUSG00000009863,Sdhb,0.950747421,-0.115757919,0.856180413,1.103358431,0.181273172,0.751608426,0.871913362,-0.220385795,1,1.003213831,0.002098028,1,1.105636341,0.153830338,1
ENSMUSG00000070493,Chchd2,1.107820203,-0.11517375,0.857875048,1.302384027,0.206558245,0.68511614,1.090083079,-0.108976293,1,1.251982961,0.13668414,0.930965944,0.860265235,-0.470633657,0.806389785
ENSMUSG00000015092,Edf1,0.968615489,-0.114579075,0.860484165,1.106977078,0.153035671,0.841220429,1.029607965,0.01430997,1,1.01890721,-0.002832828,1,1.000058335,-0.031383477,1
ENSMUSG00000018286,Psmb6,0.969031025,-0.113960424,0.863012065,1.077369964,0.101394155,0.979066924,0.873444377,-0.24628144,0.985110332,1.137770031,0.213926883,0.720266372,0.88763731,-0.216294063,1
ENSMUSG00000067149,Jchain,0.349881699,-0.667094258,0.863930542,0.314164371,-0.757634265,1,0.00688957,-6.124137185,1,0.307183377,-0.819487317,0.977051217,2.810525625,3.255550276,0.063027987
